CustomerID,Name,Email,SignupDate,Country,Age,SpendingScore,AnnualIncome,IsSubscribed
5fdaf3e8-6d6c-47db-8584-7d406689a5f2,Angela Baker,csuarez@moran.com,2024-07-25,France,47,81,67499,False
fec46267-61ab-42fb-838f-e6637bc00b0a,Darrell Griffin,ehaley@hotmail.com,2024-01-24,Libyan Arab Jamahiriya,58,62,26684,False
c1da937f-a2b3-4f08-8749-ca273c02d581,Stephanie Allen,oadams@williams.com,2024-06-24,Maldives,38,3,32963,True
7234a38e-7fdd-45e2-8c73-beb5a5a54438,Katelyn Guerrero,logan82@yahoo.com,2024-07-30,Madagascar,55,66,98910,True
6507b6e4-020c-4888-98a9-8812d8683475,Scott Norton,erobinson@white-richardson.com,2024-06-17,Netherlands,68,13,33301,True
1ebb33c4-6305-4107-82a1-91ab5ea7085c,Michelle Huynh,tperez@silva.org,2023-09-26,Burkina Faso,57,90,114506,False
36be4169-0219-470e-b4cb-a2f91223991d,Pamela Norton,broberts@gmail.com,2024-09-19,New Zealand,23,65,92612,False
4324c796-e73d-42ce-b137-5103e7558292,Dustin Diaz,nancy36@riddle-mcguire.com,2025-06-08,Montenegro,33,59,109516,True
d81cde26-42a5-47d9-a6c5-cf7c0c4363f2,Ronnie Boyd,fturner@yahoo.com,2023-12-16,Cocos (Keeling) Islands,50,35,21223,False
8a0371ec-5525-4efd-bf78-323bf52b0549,Elizabeth Campbell,ellenmcdowell@baker.info,2025-01-05,Samoa,53,10,57875,True
14359cf6-9da6-4537-b3bf-f2a10ad194c1,Jennifer Harrington,dcummings@gmail.com,2023-07-30,New Caledonia,34,4,26001,True
3ad7e7f1-94b4-4a60-b410-cf5098576861,Donna Lyons DVM,prodriguez@rogers.biz,2025-06-22,Morocco,43,9,36153,True
92a8f51d-3c4c-4069-a48a-8e196b432c94,Thomas Smith,mcmahonrichard@duncan.info,2023-09-25,Nigeria,40,18,114095,False
89311946-106f-4814-8ad4-3f400e0244f8,Caitlin Gray,sabrina93@hotmail.com,2024-06-23,Vanuatu,20,85,73142,False
b733d996-a506-4dab-be53-0ba6158ec5e0,Nicholas Turner,brittney60@miller.biz,2024-12-04,Costa Rica,23,24,43776,True
da869b3d-3b70-4bb5-8305-4a2affb4d8da,Stacy Dean,suzannewoods@williams-fuentes.org,2024-04-16,Korea,44,41,54043,False
eb365f8b-34d2-4f64-b1a4-beae7df108bd,George Johnson,cowangerald@hotmail.com,2025-06-12,Sweden,63,12,93458,True
ffd68658-8e3c-417a-b3e0-62a6ea487bbf,Regina Frank,afarrell@gmail.com,2023-09-03,Syrian Arab Republic,27,49,102359,True
a8230651-defd-4429-90a1-5e9d7075037a,Samantha Mcpherson,tstone@scott-delgado.biz,2024-03-09,Switzerland,36,28,72072,False
4f9d1fd5-4ef4-4cc8-adde-2b4773c0b096,Jennifer Kelly,robert68@hammond.com,2024-12-09,Somalia,40,55,77796,False
7e2a35cc-f35a-4ca8-9502-18f7452245c1,Nancy Ray,jessicaaguilar@holmes.com,2024-11-07,Panama,31,34,24657,False
5022f2fe-4164-40a4-8a99-4c1fbd93fca8,Jill Mendoza,leslie76@sims-johnson.org,2023-07-08,Guyana,55,95,22517,True
6686841a-3f18-4fa3-ab74-645391709b97,Kevin Lucas,zrodriguez@yahoo.com,2024-12-05,Saint Lucia,62,8,114946,True
3dbcd8b7-f88d-4959-9a62-4832fd7baf06,Chelsey Rodgers,mitchell63@thomas-weber.org,2024-12-09,Martinique,30,93,101977,False
2f492a09-6b64-467a-8808-1bd17d079bf1,Mr. Chad Reed,pattersonann@gmail.com,2024-12-09,Mali,45,6,76690,False
5185a244-50a9-4016-831a-5a1df316850b,Terri Fields,caitlin81@gmail.com,2023-10-16,Senegal,18,25,38124,True
d6d944a8-6bc6-4a7d-b5fa-48990a2eff2f,Joseph Rodriguez,wowens@castro.com,2025-03-22,Luxembourg,57,26,39927,True
4baa4f0d-415c-44ec-9675-d82be58706d5,Gregory Kane,kevinduncan@yahoo.com,2025-01-09,Finland,19,46,109580,False
d26f6c59-c8ab-45d3-88f4-54c2d5e025fa,Sierra Snyder,brittany84@hall-garcia.info,2024-06-27,Micronesia,45,24,94879,True
9594bcfd-e016-444e-b8aa-acf037ef125e,Evan Madden,karentorres@gonzalez.com,2024-12-02,Bangladesh,66,68,75089,True
290d3e0e-5b2e-47b9-9eeb-689fae441e73,Beth Kelly,padillajohn@yahoo.com,2023-07-07,Montenegro,34,93,46464,False
a1a8d4a1-0c14-48b5-8502-804e3f5c3235,Faith Fisher DDS,tfisher@sanchez-stone.info,2024-08-22,Mongolia,43,84,61728,True
cdfe357d-d9d3-4234-a75d-57c839913ac4,Douglas King,morgan12@hotmail.com,2024-01-20,Zambia,31,62,63835,False
528fd187-4159-41e8-b138-73c04bbec058,Mrs. Jasmine Marshall,sandra33@yahoo.com,2025-02-06,Tonga,28,58,82144,True
a289891d-588e-4b89-9653-183c28e6def0,David Johnson,brenda59@yahoo.com,2024-11-27,Turks and Caicos Islands,47,92,97677,False
ab5b6b27-4ce7-4812-9e0f-494f47b6f69c,Emily Woods,calvinsnow@johnson-gomez.com,2024-07-15,Heard Island and McDonald Islands,27,23,116602,True
ae336bac-eddb-4697-a3f7-a9fdf1f2b75e,Steven Graham MD,adrienne28@gmail.com,2025-04-01,Bhutan,30,99,27737,False
c9955055-5f16-43e6-827c-129cf29b5784,James Sanchez,mrowe@gmail.com,2024-02-11,Antigua and Barbuda,54,55,57967,False
8bea0a54-473a-4aca-a90e-ae20ee87645b,Christine Gardner,millerwilliam@davis.info,2024-09-30,Comoros,55,74,70961,False
a3479b1a-066a-4354-bf39-409978099d74,Sandra Bell,heatherhall@hotmail.com,2024-01-23,Mexico,40,26,63153,False
fb61f66f-5a50-423a-a087-f34851cab806,Eric Webb,dillonhubbard@yahoo.com,2024-03-16,Austria,50,54,52014,False
e69b38e9-5133-46f1-9496-c0a438b67b7d,Timothy Parks,charles33@jackson.com,2023-09-24,Syrian Arab Republic,39,86,31253,False
fdcfccf7-a77b-4724-a4b3-48588baf1024,Christopher Smith,ifisher@hotmail.com,2024-08-23,Togo,68,23,54820,False
dc3d510a-67b8-4b3f-8c7b-8841634a4876,Edward Thomas,hugheshailey@barrera.com,2024-10-25,United States Virgin Islands,27,16,98847,True
77232a93-bbf1-4241-9963-84a471736c11,Patrick Thomas,pmyers@gmail.com,2024-07-13,Kiribati,20,79,44624,True
3743b8b1-e646-47d2-bdba-600a9cb66b8c,Thomas Miller,allisonswanson@yahoo.com,2025-06-01,Afghanistan,20,10,48667,True
b04a8366-5ae9-419d-8b53-9df7860b5457,Alexander Mccoy,amy80@gmail.com,2024-02-28,Chad,52,50,37483,True
97b02dcc-705e-4835-b755-0dbdaeabbcb2,Jennifer Lester,whiteaaron@jennings-owens.com,2023-07-08,Cuba,61,11,73629,True
dc816fa8-de8f-4277-b119-df8ecc7a616a,Shelia Nolan,jillian44@bean.com,2025-06-17,French Polynesia,46,38,97920,True
3a509498-7396-41f6-9ec8-bcbd8ee30bc2,Tyler Smith,farmerjohn@hodges.org,2024-04-25,Comoros,69,93,62457,False
0b75ebd5-6d8a-4903-bc6f-1ce72fbf36fb,Devin Rose,gregory50@johnson-kramer.com,2025-05-13,Burundi,63,37,27654,False
05dd8897-fd11-4b40-b4b2-6ebf249bc241,Michael Robinson,emilybaker@gmail.com,2024-11-02,Zambia,35,90,77556,False
9fed1052-fcf1-4161-96a7-244c6c1591e3,Scott Brandt,jessicavelasquez@hart.com,2023-09-15,Gambia,42,33,65033,True
c11f4087-c835-4861-913e-db5a8ff9f4ad,Michelle Franklin,parksnathan@ward.info,2025-04-17,Venezuela,44,46,54502,True
7167378c-f6bd-43f5-85de-dbf0e0879af4,Christie Young,timothybernard@yahoo.com,2024-07-30,Philippines,20,16,42412,True
fc2668ec-6c9c-421c-917a-9bbf01f9c3da,Duane Thomas,alanmcdaniel@gmail.com,2024-05-25,Bhutan,40,98,64848,True
ec50654e-96eb-4aca-b8ba-234c57e0900e,Mitchell Johnson,shull@zhang-decker.com,2025-02-20,Austria,20,66,89346,True
2228eed1-e982-4ad2-9a7d-efd81b487c66,Daniel Smith,john54@gmail.com,2025-06-10,Turks and Caicos Islands,60,95,114685,True
1d377278-478a-4c99-ae08-5393bd09fb77,Amy Burton,michael23@gmail.com,2024-06-17,Cook Islands,47,89,74947,True
b7000097-8ded-4b96-b01d-df9986c7f0dd,Melissa Griffin,briandavid@gmail.com,2025-05-13,Belgium,41,27,89490,True
6dd87bb7-8220-46b9-bf13-74539238ae0c,Victor Jones,megan84@yahoo.com,2023-07-20,Haiti,38,5,52630,False
0fe54a75-0592-463b-b118-9e53b9583333,Brandi Rodriguez,xlowe@davis-potter.info,2023-11-19,United States Virgin Islands,61,18,64395,True
c46f3f16-cc9a-4002-a582-ae25e1fbf9d7,Lisa Castillo,fvaughn@gmail.com,2024-06-17,Isle of Man,39,88,103447,True
f06cc41f-1679-434a-b820-43b03cc5efae,Jack Case,susanhester@obrien-lutz.com,2024-10-27,Djibouti,58,63,101820,True
c7537f25-63d5-4764-ada9-39405f7a807b,Johnathan Martin,whiteheadmichael@tate.info,2025-04-20,Kiribati,45,52,29723,True
45530552-b4ce-4c12-9869-fc60614952ac,Amanda Adams,emma25@yahoo.com,2024-04-19,Lebanon,36,78,72679,True
080caf13-768c-410d-85d3-bb9ada4e9403,Justin Ellis,ngonzalez@phillips-brandt.net,2025-03-13,Reunion,60,58,87498,True
1aef16f6-9e2c-4a53-904e-b39e015154e4,Tiffany Gonzalez,aaronpennington@hotmail.com,2025-02-15,Bouvet Island (Bouvetoya),20,11,115242,True
c34dd897-c572-4b93-9fb6-2424a64ab3b2,Connie Richards,donnareed@hotmail.com,2023-12-29,Puerto Rico,50,10,103631,True
752549b5-98c1-4287-b0e4-9d991a844f35,Patricia Jones,vhurley@mccoy-hunter.com,2024-06-04,Bangladesh,28,66,97628,True
68079677-c607-47fd-83e9-0647575d16f9,Rhonda Parker,steven20@shepherd-allen.info,2025-02-14,Togo,33,82,66005,True
78245fc2-8ddd-491c-af79-e28eee008455,Jacqueline Reyes,michael38@schmidt.biz,2024-04-26,Qatar,22,71,52843,False
e1d27bb7-5a77-4efb-9ce0-8072f4726cb4,Connie Rice,daniel90@obrien.info,2024-05-08,Saint Pierre and Miquelon,37,97,48181,False
bbf667e2-b7e9-4487-9f71-bdc2106cc572,Mr. David Lopez,amy05@miller.com,2024-06-25,New Zealand,52,30,107750,False
84b031e4-0404-4853-9f66-5b30628624d4,Donald Salinas,caitlin15@hotmail.com,2024-04-26,Tunisia,22,32,37308,True
61fc4fb1-1100-496e-a9e3-8f6b03e6cc34,Eugene Cole,rstanley@gmail.com,2023-11-06,Bermuda,36,79,27933,False
f576187b-ad36-4f98-b0e3-f84a0b87fbac,Deborah Gonzales,kelly29@ryan.biz,2024-02-25,Belize,53,66,23268,False
905bba15-73fd-45d5-852b-70469b2a6c87,Allison Russell,daviddavis@hotmail.com,2024-12-04,Montenegro,62,27,117520,True
afed2514-1bb1-4615-8702-9940e4184cd7,Andrew Knight,krojas@hotmail.com,2025-06-27,Ukraine,27,31,36857,True
25510721-2d75-4782-908b-8ca57f061184,Mary Tanner,vsmith@jenkins.com,2024-10-11,Bahrain,68,97,36365,True
41ca1e0e-b591-4eda-9902-d09432e51cf2,Lisa Clark,fergusonmartin@rubio.com,2024-08-03,Tokelau,69,9,119967,True
09d2ce65-695f-49f7-ad44-d9e4cac85fc9,Andrea Hardin,xclark@flores.com,2025-01-27,Mauritius,67,43,95693,True
8c9a3305-93c7-496f-829d-4478cc6b8387,Kristin Cook,dianewolfe@turner.net,2025-04-21,Senegal,48,85,102105,True
dfdf1a8a-7dca-47ff-8dc6-2228d5d120be,Michele Johnson,murillobradley@stephens.com,2025-05-26,Saint Lucia,32,22,23037,False
14151a49-0834-4499-b61d-63c6f6367b03,Stephanie Nelson,kenneth05@gmail.com,2024-06-07,Sri Lanka,41,49,75698,False
b7aa2e7a-6cbb-42b0-b0cd-fe806974a538,Heather Pennington,jenkinsdiane@bowman.com,2023-08-02,Estonia,37,98,45424,True
b2e95e28-e804-402c-ad97-0d4bd287f07c,Savannah Patrick,gregorytammy@hill-little.com,2023-08-27,British Indian Ocean Territory (Chagos Archipelago),27,39,107841,True
d2cb0047-bbce-4a2f-884a-86dfc716790c,Ronald Brown,kenneth01@bates.com,2024-06-22,Oman,68,59,60347,False
05516ab3-9aa9-4e0b-8847-a89f7be18d52,Christina Price,sarah39@brooks-colon.com,2024-05-30,Turkey,44,16,88702,True
a2662fb1-5e6c-4b36-a8cd-3cdbbe3b0e62,Morgan Medina,qwilcox@hotmail.com,2023-09-08,Faroe Islands,57,27,32763,True
ad8547b6-25c2-4303-8ee9-940b66a621b7,Dale Williams,yanderson@hotmail.com,2024-04-26,Iraq,47,16,82494,True
db054f49-ef49-4051-b0a0-818338cf3be0,Joseph Cruz,justin77@gmail.com,2023-10-30,Namibia,34,67,61813,False
29eee42a-a86a-4a13-a0ba-f5066bfbb2b8,Luis Silva,lisafarley@hotmail.com,2023-11-08,Palestinian Territory,27,87,119713,True
efc208b7-fc1e-431a-af7c-67bebb0948d2,Steven Garcia,wphillips@ortiz-scott.com,2024-04-16,Solomon Islands,35,56,104417,False
b736ed25-2677-45b8-9138-4bd6a66765eb,Justin Underwood,lawrence60@casey-winters.info,2024-03-15,Czech Republic,53,35,92045,False
e33d1b45-558c-4d30-a361-743ad0e3523c,Christopher Leonard,crivera@duran.com,2023-09-06,Madagascar,22,17,69440,True
1a7a2960-070c-4735-981e-b91f329c4354,Michael Wilson,albert53@scott-nelson.net,2024-05-17,Serbia,69,95,44990,True
c80319ac-17d5-414f-a09a-0375289e19c3,Derrick Melendez,schwartzkristina@hotmail.com,2025-03-09,Thailand,45,71,113246,True
c7f92661-e3f6-46fe-b8e2-9a0ace408e16,Amy Richards,ycarlson@gordon.com,2023-12-23,Belize,52,2,90586,False
74dc0cbb-d973-4aaa-9918-3d1043634846,Nathan Robinson,xmartinez@daniels.com,2024-06-22,China,64,9,114276,True
8e163cda-eafa-473a-92a9-b3a3f7c0e9d2,Christopher Floyd,amypotter@yahoo.com,2024-04-15,Trinidad and Tobago,65,78,87540,False
1bbb0e32-d8c7-40dc-8afa-e055ae1ea9bd,Marie Bender,christinadunn@yahoo.com,2025-06-02,Serbia,62,53,31777,True
acf02780-498a-4212-b217-f4b9759f25e5,Miranda Erickson,lancemoss@yahoo.com,2024-07-26,Switzerland,47,44,49613,False
05467b1f-f8d4-4704-9c2d-f661c13050c2,Craig Carrillo,curtis89@dixon-miller.com,2024-09-14,Norway,35,6,90168,False
a8eb7f4f-1d96-4ebc-853c-234322da69c1,Marisa Hines,palexander@hotmail.com,2024-02-12,Burkina Faso,38,69,100639,False
c1f6a4b1-377f-4737-b38f-80c93d8d8fb6,Mr. Stephen Thompson,amanda51@curtis.org,2023-12-24,Cape Verde,41,3,109113,False
2a850809-030d-4787-867e-deb42d7d831b,Tony Meyers,olivia21@cook.net,2025-04-05,South Africa,35,82,69884,False
5360c38c-e986-47b0-bc49-069ce5945c0b,Oscar Wilkins,lisa75@hotmail.com,2025-02-13,India,50,80,41714,True
97e8e47e-ff6a-45ce-b9ea-fbe4760d7fc6,Gary Martinez,glovermark@keller.com,2023-08-18,Finland,65,27,81491,True
93d5b8ea-e84c-4480-bb90-3eca3fb0a777,James Norris,christopherwilson@wood.info,2024-11-03,Chile,30,83,95080,True
020d4dfc-af6f-46f8-8db4-b9df757eeca3,Karen Herrera,kwest@yahoo.com,2025-04-18,Mali,60,38,42658,False
56fe315e-0360-4f36-9918-20b399c82c0d,Ryan Williams,edwardvelasquez@hotmail.com,2023-07-08,Israel,34,94,47394,True
841d0119-8c3e-47e2-a205-75a7db5a3cfd,Debbie Lucas,davidlogan@gmail.com,2023-10-24,Chile,30,29,104029,True
cb3ff3a1-716a-4950-ac94-de35b2628f7f,Steve Cohen,ricardolucas@yahoo.com,2023-08-09,Northern Mariana Islands,39,44,64925,True
f7db7f2d-4b90-4be6-9c89-7f48936bf4b6,Jeff Hines,kathleen77@yahoo.com,2024-06-07,Hong Kong,51,70,73530,True
81dbd97f-f844-4737-a4e7-c7086e62e9cd,Curtis Burns,ashley22@hotmail.com,2024-01-15,Belarus,19,3,48998,True
fa2f8afd-40bb-41f0-9b6e-936a4e8f17c9,Isaac Abbott,cervantesalexis@rose.com,2023-08-18,Tajikistan,43,63,33873,False
61c53f4b-03cc-45a3-ad4a-d13b8dd62ce5,Miss Jennifer Atkinson,rmcpherson@cook.info,2023-08-17,Cyprus,69,71,91329,False
e9b234cf-ade0-4696-99b6-6f493ebe7f1e,Jessica Lee,nbriggs@king.com,2023-08-01,Morocco,46,28,101398,True
beca0f6c-50e7-4a60-a2eb-587f232e65c3,Erica Ferguson,tvasquez@hughes.com,2024-04-15,Latvia,19,73,82525,True
9a77c4aa-61e4-442a-9a1a-5e79bcb45e60,Monica Salinas,howardrobert@hotmail.com,2024-08-27,French Polynesia,45,18,81094,True
d29ae3fa-f49d-45a8-8f0d-c7d02c1e5c93,John Landry,diazkatrina@ruiz.com,2025-05-05,Jersey,59,50,106149,True
ef4ede51-523d-4856-b87e-59ca397b0916,Rachel Hawkins,eallen@hotmail.com,2025-01-26,Gabon,26,70,63564,True
a0c094c3-8bed-4f7d-b509-e35a20bd65c3,Amanda Garcia,nicholas86@hotmail.com,2024-02-14,Cape Verde,47,63,29616,False
a616b6f3-f877-4fa9-aa33-885ac8c4f085,Allison Barnett,collin27@smith.biz,2024-10-05,Vanuatu,61,25,88526,False
8aa5372f-1e5f-4466-aab2-c267c864ecfd,Lisa Oliver,combsbrian@graham.com,2024-05-16,Malta,36,65,37346,False
07c56d92-d424-46a1-85fa-743c13dbd90d,Rachel Beard,joshuajensen@yahoo.com,2024-04-02,Solomon Islands,58,64,32611,True
b327b953-0a35-4e3f-bda2-558ff5e782cc,Mason Page,matthewjackson@allen-cooke.org,2023-07-03,Romania,46,43,75607,False
5dcc012d-a4c9-4342-a9ca-1dc391bd3c12,Lisa Jensen,courtneypierce@patterson.com,2023-08-04,Estonia,19,10,107494,True
a73e9f75-7eef-4af3-bf2c-d25f1037ef31,Joshua Scott,ralexander@dunn.com,2024-12-19,Falkland Islands (Malvinas),38,69,105765,True
67e8cbec-dbe1-4530-8cff-9b38f3387d83,William Stephens,vanderson@hotmail.com,2025-04-13,Guatemala,64,30,78384,True
62407a88-4175-4901-8a62-6d1de3acd263,John Scott,susan66@garza-perez.org,2025-05-14,Dominica,23,34,77298,True
4e00b20a-c206-44d4-8ca8-938f712764c6,Elizabeth Curtis,nathanforbes@gmail.com,2023-07-18,Zambia,63,83,57021,False
adf8a12c-dc1f-450e-b1ae-35ceab9ca40c,Patricia Boyd MD,andrewsamanda@chavez.com,2023-11-28,Liechtenstein,40,3,82083,True
9dcfb763-b303-478a-8baf-4df3ec1fe9f1,Lisa Davis,matthewlloyd@harris-thomas.com,2023-07-28,Greenland,32,92,86108,True
4c44da59-ea3a-408f-9654-fd4d546255a0,Kathy Stone,yjackson@reynolds.com,2023-11-04,Northern Mariana Islands,23,17,117752,True
1b5f6e85-d400-4d64-bb7c-5abc882d7270,Jessica Delgado,sydneymassey@webb-johnson.com,2024-10-26,Netherlands,67,92,54077,False
d5052b2d-d485-4b6b-81ed-10807fd4354f,Jamie Cameron,younglaura@hendrix-riley.org,2023-09-09,Nepal,35,97,54109,True
4c6c782d-e7f6-4d9a-a56f-7ad5112927ce,Robert Frank,katherine15@hotmail.com,2024-07-14,Peru,44,25,68354,True
267eadb7-7226-4620-acee-a6cb4ef55eeb,Dr. Victoria Thompson PhD,brownpamela@johnson.info,2025-06-23,Spain,31,78,81427,False
476d5468-c411-4e88-98ad-1909031d91d1,Sheila Brown,afowler@gmail.com,2023-10-17,Anguilla,25,28,94450,False
13523290-1a0f-48c2-b4a5-f351e7000103,Chad Torres,langmichael@hotmail.com,2025-04-14,Oman,56,20,44407,True
0142aaab-0a0e-456b-869f-91311801540e,Michelle Smith,adrianhendrix@hotmail.com,2023-08-27,Guatemala,27,62,62150,True
cdc2c164-485d-4a49-972e-d8ce2e583d80,Amanda Alexander,elizabeth08@walker.com,2024-03-25,Brunei Darussalam,41,78,52505,False
976de817-a51f-4574-b3cc-6dcf1abbd278,Carrie Snow,kimmartin@hotmail.com,2023-09-16,Equatorial Guinea,56,7,29642,True
94f19a84-51aa-460a-90b6-9ec0df6a291f,Phyllis Baker,fletchersheila@hotmail.com,2024-01-17,American Samoa,65,65,27659,False
4c97dbc8-fb78-4420-935e-5681c2fda696,Sheri Hill,marshallmegan@holder-simpson.com,2025-04-07,Seychelles,60,90,41892,True
5a7f0902-1977-41a5-918c-058e6bfd7dd9,Terry Gould,cjones@gmail.com,2023-08-20,Gibraltar,52,63,70806,True
16c51538-1856-4e52-8765-270186f1d713,Joe Malone,laura88@gmail.com,2024-09-10,Congo,38,84,61608,False
2b424c76-c74b-45fa-b88c-974902705190,Mary Moore,hernandezleah@gmail.com,2023-07-13,Armenia,66,98,86675,True
f727a030-8f39-43fe-baa7-9789aa88c1f4,Mr. Anthony White,isanchez@owens-reeves.com,2024-10-06,United Kingdom,49,90,99400,True
56da0d29-3d9d-4e59-a2af-483fe4360857,Ann Tucker,michaelrivas@riggs.com,2025-07-01,Turkmenistan,53,51,76174,True
78e77b9a-bfdd-4e6f-9206-c3c54330c846,Michelle Lucas,joseph35@murphy.com,2023-12-27,Saint Kitts and Nevis,28,62,67229,True
0a0d0aa4-5547-427f-b3b6-be106352f0d6,Charlotte White,iroberts@douglas-cole.net,2023-12-23,Brazil,54,58,45407,True
87e28e72-81d0-4d24-9be6-548c3d595f05,Brittany Delacruz,christopherfranklin@gmail.com,2024-06-10,Bulgaria,51,69,73734,True
8d9e6498-1f50-43a9-b66e-7ce74a814c84,Jordan Ball,taylormelissa@marsh.org,2025-04-21,Ukraine,22,62,70704,True
a5548b0a-ec5b-485c-8d70-44a3a9d00f72,Jerry Sutton DVM,chelseaharrison@yahoo.com,2024-08-10,Bouvet Island (Bouvetoya),23,84,54686,False
cd1a0935-f784-4c9c-a92e-e38e0c79ba1e,Erica Shields,kjohnson@bernard.info,2024-03-28,Kyrgyz Republic,62,41,90371,False
914bde38-c4e6-4821-9388-259498495443,David Byrd,byrdkaren@hotmail.com,2023-10-07,Qatar,47,57,61482,False
3055546c-bb98-4d1b-8af4-6fce9cac6983,Amanda Howard,lmitchell@hunter-bryant.com,2023-11-22,Heard Island and McDonald Islands,67,83,92160,True
c9b154e8-33d1-4d61-a298-a5528ec0f48f,Angela Perkins,crossdanielle@hotmail.com,2023-07-29,New Caledonia,42,30,74636,False
bf84f1f7-2476-4edd-924f-402910834b24,Todd Rasmussen,brianporter@hubbard-johnson.com,2024-09-15,United States of America,55,40,44579,True
9633d4e2-d04a-473d-b5f4-09184b2009c7,John Vaughn,gsmith@smith.info,2024-06-07,Guinea,27,72,83023,False
7155f1ca-49ed-4bf5-8cb1-69a871a9f12f,Dennis Acosta,ashleyhawkins@hunter.org,2024-02-29,Togo,69,37,56271,True
c14aeed6-674c-42d7-aff8-e197e3a53e08,Jodi Wyatt,brownjames@hotmail.com,2024-06-15,Oman,41,35,45273,False
a4ed77da-6b70-4bee-b1df-7eb9a37d92f3,Jamie Soto,jenniferbuchanan@hotmail.com,2024-11-07,Bhutan,32,2,26979,True
f5c276b6-581e-4f6c-b642-efac0d233888,Kevin Morse,travisedwards@yahoo.com,2025-06-26,Palau,28,97,91065,False
40774509-bfdd-472a-8e26-604ca781ef78,Philip Woods,jesse88@skinner-flores.info,2024-08-06,Croatia,51,84,70371,True
61cf6de4-3ff7-4e07-a628-ad595636f96c,Dawn Smith,mramos@gmail.com,2024-11-24,Gibraltar,20,82,78616,True
3b75cdbb-5050-4c46-a365-b6bac5481fce,Alexander Chavez,williamsjason@hendricks.info,2025-05-02,Morocco,63,52,92279,True
ef4b20ac-4552-4e97-81ae-02ddb7ee9b3b,Troy Powell,weaveranthony@miranda.com,2024-04-21,Norfolk Island,32,76,63778,False
042dfdb7-a107-4954-bf20-443e06e6092f,Kenneth Gonzalez,boydkelly@gmail.com,2024-09-02,Saudi Arabia,36,9,68643,True
5eaa5a16-8599-4b4c-9e26-3ecee37cae4d,James Stone,agarcia@wang.com,2023-10-22,Bahrain,43,97,92251,True
33202062-2c47-4af1-8690-e440c8c9852c,Jeanne Spence,mcclureanthony@welch-russo.com,2023-12-27,Mauritius,23,17,92296,True
d43d0a0d-3342-4986-89ef-6360bebab894,Justin Smith,scottcolin@rodriguez-curtis.org,2025-06-17,Saudi Arabia,44,31,103993,True
